,hardware - num zips,strap length,num compartments,num components,num colors,volume,num functionality,hardware - metal type,hardware - strap type,inner material,price,accessories_Buckle,accessories_Chain,"accessories_Chain, Turnlock",accessories_Clasp,accessories_Crystals,accessories_Lock,accessories_Logo,accessories_Other,accessories_Pieces,accessories_Strap,bag style_Clutch,bag style_Handle Bag,bag style_Purse,bag style_Shoulder Bag,bag style_Tote,major color_Beige,major color_Black,major color_Blue,major color_Brown,major color_Burgundy,major color_Gold,major color_Green,major color_Grey,major color_Multicolor,major color_Orange,major color_Pink,major color_Purple,major color_Red,major color_Silver,major color_White,major color_Yellow,skin type_Alligator,skin type_Calf,skin type_Canvas,skin type_Crocodile,skin type_Crystal,skin type_Embroidery,skin type_Epi,skin type_Lamb,skin type_Leather,skin type_Lizard,skin type_Others,skin type_Python,skin type_Snake
76,-0.967118189408445,0.7769470337461709,-0.08239108082435892,0.047836939667290315,-0.5878325716102849,-0.4689431152350133,-0.9388763158866086,2,2,3,4200,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,-0.967118189408445,0.7769470337461709,-0.08239108082435892,0.539252774431273,0.11137880304194873,-0.6636775231783756,-0.9388763158866086,2,2,3,3650,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104,-0.967118189408445,-1.4499398353297284,-0.08239108082435892,-0.934994729860675,-0.5878325716102849,3.8183336008336135,0.8293407456998378,1,3,5,4700,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,0.4900065493002787,-0.3364964007917788,-0.08239108082435892,0.047836939667290315,0.11137880304194873,-0.2900581304411805,0.8293407456998378,5,1,1,5900,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,-0.967118189408445,-0.3364964007917788,-1.2461650974684269,0.539252774431273,0.8105901776941823,-0.5497901645980484,-0.9388763158866086,5,2,5,5700,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114,0.4900065493002787,-0.3364964007917788,1.0813829358197091,3.487747783015169,-0.5878325716102849,-0.6849961862796995,-0.9388763158866086,5,3,4,4800,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118,-0.967118189408445,-2.0066615525987035,-1.2461650974684269,-0.934994729860675,0.8105901776941823,-0.7872471940741197,-0.9388763158866086,2,0,4,5100,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.4900065493002787,0.331569659930991,-0.08239108082435892,0.047836939667290315,0.11137880304194873,0.24917636149792233,-0.9388763158866086,5,3,5,34000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,-0.967118189408445,0.7769470337461709,-0.08239108082435892,-1.4264105646246577,-0.5878325716102849,-0.4981270416507564,0.8293407456998378,3,3,2,4400,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,-0.967118189408445,-2.0066615525987035,-0.08239108082435892,-0.934994729860675,0.11137880304194873,-0.6382595148201771,-0.9388763158866086,5,3,5,6500,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
28,-0.967118189408445,-1.4499398353297284,-1.2461650974684269,-0.44357889509669235,0.11137880304194873,1.799677456054995,-0.9388763158866086,6,3,5,5450,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
89,-0.967118189408445,-1.4499398353297284,-1.2461650974684269,2.5049161134872038,-0.5878325716102849,2.44223560918171,0.8293407456998378,0,3,3,3900,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
141,0.4900065493002787,-0.3364964007917788,-0.08239108082435892,0.047836939667290315,0.8105901776941823,-0.5496299127658124,-0.9388763158866086,5,1,5,11000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
98,-0.967118189408445,-1.4499398353297284,-0.08239108082435892,0.047836939667290315,-0.5878325716102849,-0.3352905024432622,0.8293407456998378,3,3,2,7500,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
136,-0.967118189408445,-0.8932181180607536,-1.2461650974684269,-0.44357889509669235,-0.5878325716102849,-0.36569699525654736,-0.9388763158866086,5,2,5,6200,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117,0.4900065493002787,0.7769470337461709,-0.08239108082435892,2.5049161134872038,2.908224301650883,-0.7005871387320741,-0.9388763158866086,5,2,2,3900,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,1.9471312880090026,0.4985861751116835,2.245156952463777,-0.44357889509669235,-0.5878325716102849,-0.0028325682279615474,0.8293407456998378,5,3,5,4900,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
137,0.4900065493002787,1.0553078923806583,-0.08239108082435892,0.047836939667290315,0.11137880304194873,-0.6178971932983257,-0.9388763158866086,5,2,5,7100,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85,-0.967118189408445,-0.3364964007917788,-0.08239108082435892,1.0306686091952557,0.8105901776941823,-0.7798601015494369,0.8293407456998378,5,3,0,5500,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,-0.967118189408445,0.4985861751116835,-0.08239108082435892,-0.934994729860675,-0.5878325716102849,-0.5582214787392364,0.8293407456998378,5,3,5,3500,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.4900065493002787,0.4985861751116835,1.0813829358197091,-0.44357889509669235,-0.5878325716102849,-0.4341555441049551,-0.9388763158866086,5,3,5,15000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80,0.4900065493002787,0.7769470337461709,1.0813829358197091,3.979163617779152,1.5098015523464157,0.5695378670863807,0.8293407456998378,5,3,5,4550,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75,-0.967118189408445,0.7769470337461709,-0.08239108082435892,-0.934994729860675,-0.5878325716102849,1.146522004344935,-0.9388763158866086,2,2,3,4100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,1.9471312880090026,-0.3364964007917788,-0.08239108082435892,-0.44357889509669235,-0.5878325716102849,0.5254169190820643,0.8293407456998378,6,3,5,7800,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,-0.967118189408445,0.7769470337461709,-0.08239108082435892,-0.44357889509669235,-0.5878325716102849,0.2540226870695739,0.8293407456998378,5,1,2,4900,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,-0.967118189408445,-1.4499398353297284,-1.2461650974684269,1.5220844439592383,0.11137880304194873,0.8588441184116953,-0.9388763158866086,3,3,5,10600,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,-0.967118189408445,0.7769470337461709,-0.08239108082435892,-0.934994729860675,-0.5878325716102849,-0.5679141298825396,0.8293407456998378,5,3,2,3850,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,-0.967118189408445,-0.3364964007917788,-1.2461650974684269,0.047836939667290315,-0.5878325716102849,-0.7219006324194551,0.8293407456998378,5,3,2,4200,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,0.4900065493002787,0.2202253164771961,1.0813829358197091,-0.934994729860675,0.8105901776941823,-0.2900581304411805,0.8293407456998378,5,1,1,4200,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
51,0.4900065493002787,-2.0066615525987035,1.0813829358197091,0.539252774431273,-0.5878325716102849,-0.5578218982912063,-0.9388763158866086,5,0,5,17000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,0.4900065493002787,0.7769470337461709,-0.08239108082435892,2.5049161134872038,-0.5878325716102849,0.3510732644372405,0.8293407456998378,2,3,3,3550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,-0.967118189408445,0.7769470337461709,-0.08239108082435892,1.0306686091952557,-0.5878325716102849,0.3693729897957971,0.8293407456998378,6,3,5,4825,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,0.4900065493002787,1.0553078923806583,-0.08239108082435892,0.047836939667290315,0.11137880304194873,-0.6451657343990673,-0.9388763158866086,4,2,0,3990,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,-0.967118189408445,0.7769470337461709,-0.08239108082435892,0.539252774431273,0.11137880304194873,-0.48184338773000696,-0.9388763158866086,2,2,3,4000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130,-0.967118189408445,0.7769470337461709,-0.08239108082435892,-0.44357889509669235,-0.5878325716102849,-0.507897234003206,-0.9388763158866086,5,3,5,5100,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25,0.4900065493002787,0.2202253164771961,1.0813829358197091,-0.44357889509669235,-0.5878325716102849,0.005890817801011357,0.8293407456998378,6,1,2,3500,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113,0.4900065493002787,0.7769470337461709,-1.2461650974684269,0.047836939667290315,0.11137880304194873,-0.7437078051384015,-0.9388763158866086,5,2,5,4500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,-0.967118189408445,0.7769470337461709,-1.2461650974684269,0.047836939667290315,0.8105901776941823,0.05080010143164964,-0.9388763158866086,6,3,5,5250,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,0.4900065493002787,0.7769470337461709,2.245156952463777,-0.934994729860675,-0.5878325716102849,-0.6803488831448571,-0.9388763158866086,6,3,5,9200,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108,-0.967118189408445,0.7769470337461709,-0.08239108082435892,-0.934994729860675,-0.5878325716102849,-0.6144388553703951,0.8293407456998378,5,1,2,3500,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,0.4900065493002787,-1.4499398353297284,4.572704985751913,2.5049161134872038,-0.5878325716102849,1.9082351488599911,0.8293407456998378,2,3,3,4250,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,0.4900065493002787,0.7769470337461709,-0.08239108082435892,0.047836939667290315,-0.5878325716102849,-0.7442557630163695,-0.9388763158866086,5,2,4,9200,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,0.4900065493002787,1.0553078923806583,-0.08239108082435892,1.0306686091952557,0.8105901776941823,-0.8092614844080444,-0.9388763158866086,4,2,4,4550,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
129,-0.967118189408445,0.7769470337461709,-0.08239108082435892,0.047836939667290315,0.11137880304194873,-0.7648688011144612,-0.9388763158866086,5,3,4,8800,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
73,0.4900065493002787,-1.4499398353297284,1.0813829358197091,1.5220844439592383,0.11137880304194873,0.8174112656577884,0.8293407456998378,0,3,0,4000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69,-0.967118189408445,-0.3364964007917788,-1.2461650974684269,-0.934994729860675,-0.5878325716102849,-0.2550353509767115,-0.9388763158866086,2,2,0,3600,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
112,0.4900065493002787,-0.3364964007917788,-0.08239108082435892,-0.934994729860675,-0.5878325716102849,-0.08565433371725897,-0.9388763158866086,2,2,5,4500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119,0.4900065493002787,0.7769470337461709,-0.08239108082435892,-0.44357889509669235,-0.5878325716102849,-0.6664534984658175,-0.9388763158866086,5,2,4,4300,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
124,-0.967118189408445,0.7769470337461709,-1.2461650974684269,0.047836939667290315,-0.5878325716102849,-0.7307971938155217,-0.9388763158866086,5,2,5,6000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,1.9471312880090026,-1.4499398353297284,-0.08239108082435892,0.047836939667290315,-0.5878325716102849,0.29506783377774864,0.8293407456998378,2,3,3,3650,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,-0.967118189408445,0.7769470337461709,-0.08239108082435892,0.047836939667290315,0.8105901776941823,-0.4650479618288911,-0.9388763158866086,5,2,2,10000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71,0.4900065493002787,-0.3364964007917788,1.0813829358197091,1.0306686091952557,0.11137880304194873,0.8743523602409804,0.8293407456998378,2,3,5,4850,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,-0.967118189408445,0.7769470337461709,-1.2461650974684269,-0.934994729860675,-0.5878325716102849,-0.6993930041112192,-0.9388763158866086,6,3,5,7950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
